CVE ID,Package Name,Severity,Version,Fixed in version,Description,Source(image name)
CVE-2022-23219,libc-bin,CRITICAL,2.28-10,2.28-10+deb10u2,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length\, which may result in a buffer overflow\, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.",|tykio/tyk-dashboard|
CVE-2022-23218,libc-bin,CRITICAL,2.28-10,2.28-10+deb10u2,"The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length\, which may result in a buffer overflow\, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.",|tykio/tyk-dashboard|
CVE-2019-19126,libc-bin,LOW,2.28-10,2.28-10+deb10u2,"On the x86-64 architecture\, the GNU C Library (aka glibc) before 2.31 fails to ignore the LD_PREFER_MAP_32BIT_EXEC environment variable during program execution after a security transition\, allowing local attackers to restrict the possible mapping addresses for loaded libraries and thus bypass ASLR for a setuid program.",|tykio/tyk-dashboard|
CVE-2018-20846,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"Out-of-bounds accesses in the functions pi_next_lrcp\, pi_next_rlcp\, pi_next_rpcl\, pi_next_pcrl\, pi_next_rpcl\, and pi_next_cprl in openmj2/pi.c in OpenJPEG through 2.3.0 allow remote attackers to cause a denial of service (application crash).",|tykio/midsommar|
CVE-2019-18276,bash,LOW,5.0-4,N/A,"An issue was discovered in disable_priv_mode in shell.c in GNU Bash through 5.0 patch 11. By default\, if Bash is run with its effective UID not equal to its real UID\, it will drop privileges by setting its effective UID to its real UID. However\, it does so incorrectly. On Linux and other systems that support ""saved UID"" functionality\, the saved UID is not dropped. An attacker with command execution in the shell can use ""enable -f"" for runtime loading of a new builtin\, which can be a shared object that calls setuid() and therefore regains privileges. However\, binaries running with an effective UID of 0 are unaffected.",|tykio/tyk-dashboard|
CVE-2021-37600,bsdutils,MEDIUM,1:2.33.1-0.1,2.33.1-0.1+deb10u1,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments\, and possibly in all realistic environments.",|tykio/tyk-dashboard|
CVE-2007-5686,login,LOW,1:4.13+dfsg1-1+b1,N/A,"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file\, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events\, this also prevents sshd from logging failed authentication attempts by remote attackers.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2021-4214,libpng16-16,LOW,1.6.39-2,N/A,"A heap overflow flaw was found in libpngs' pngimage.c program. This flaw allows an attacker with local network access to pass a specially crafted PNG file to the pngimage utility\, causing an application to crash\, leading to a denial of service.",|tykio/midsommar|
CVE-2017-9083,libpoppler126,LOW,22.12.0-2+b1,N/A,"poppler 0.54.0\, as used in Evince and other products\, has a NULL pointer dereference in the JPXStream::readUByte function in JPXStream.cc. For example\, the perf_test utility will crash (segmentation fault) when parsing an invalid PDF file.",|tykio/midsommar|
CVE-2017-16231,libpcre3,LOW,2:8.39-12,N/A,"In PCRE 8.41\, after compiling\, a pcretest load test PoC produces a crash overflow in the function match() in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report\, noting that there are options that can be used to limit the amount of stack that is used",|tykio/tyk-dashboard|
CVE-2017-16232,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"LibTIFF 4.0.8 has multiple memory leak vulnerabilities\, which allow attackers to cause a denial of service (memory consumption)\, as demonstrated by tif_open.c\, tif_lzw.c\, and tif_aux.c. NOTE: Third parties were unable to reproduce the issue",|tykio/midsommar|
CVE-2020-10029,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u2,"The GNU C Library (aka glibc or libc6) before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern\, a seen when passing a 0x5d414141414141410000 value to sinl on x86 targets. This is related to sysdeps/ieee754/ldbl-96/e_rem_pio2l.c.",|tykio/tyk-dashboard|
CVE-2019-6988,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"An issue was discovered in OpenJPEG 2.3.0. It allows remote attackers to cause a denial of service (attempted excessive memory allocation) in opj_calloc in openjp2/opj_malloc.c\, when called from opj_tcd_init_tile in openjp2/tcd.c\, as demonstrated by the 64-bit opj_decompress.",|tykio/midsommar|
CVE-2023-23916,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u5,"An allocation of resources without limits or throttling vulnerability exists in curl <v7.88.0 based on the ""chained"" HTTP compression algorithms\, meaning that a server response can be compressed multiple times and potentially with differentalgorithms. The number of acceptable ""links"" in this ""decompression chain"" wascapped\, but the cap was implemented on a per-header basis allowing a maliciousserver to insert a virtually unlimited number of compression steps simply byusing many headers. The use of such a decompression chain could result in a ""malloc bomb""\, making curl end up spending enormous amounts of allocated heap memory\, or trying to and returning out of memory errors.",|tykio/tyk-dashboard|
CVE-2024-9143,libssl1.1,LOW,1.1.1d-0+deb10u4,N/A,"Issue summary: Use of the low-level GF(2^m) elliptic curve APIs with untrusted explicit values for the field polynomial can lead to out-of-bounds memory reads or writes.  Impact summary: Out of bound memory writes can lead to an application crash or even a possibility of a remote code execution\, however\, in all the protocols involving Elliptic Curve Cryptography that we're aware of\, either only ""named curves"" are supported\, or\, if explicit curve parameters are supported\, they specify an X9.62 encoding of binary (GF(2^m)) curves that can't represent problematic input values. Thus the likelihood of existence of a vulnerable application is low.  In particular\, the X9.62 encoding is used for ECC keys in X.509 certificates\, so problematic inputs cannot occur in the context of processing X.509 certificates.  Any problematic use-cases would have to be using an ""exotic"" curve encoding.  The affected APIs include: EC_GROUP_new_curve_GF2m()\, EC_GROUP_new_from_params()\, and various supporting BN_GF2m_*() functions.  Applications working with ""exotic"" explicit binary (GF(2^m)) curve parameters\, that make it possible to represent invalid field polynomials with a zero constant term\, via the above or similar APIs\, may terminate abruptly as a result of reading or writing outside of array bounds.  Remote code execution cannot easily be ruled out.  The FIPS modules in 3.3\, 3.2\, 3.1 and 3.0 are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2023-7008,libsystemd0,MEDIUM,241-7~deb10u5,N/A,"A vulnerability was found in systemd-resolved. This issue may allow systemd-resolved to accept records of DNSSEC-signed domains even when they have no signature\, allowing man-in-the-middles (or the upstream DNS resolver) to manipulate records.",|tykio/tyk-dashboard|
CVE-2019-17543,liblz4-1,LOW,1.8.3-1,N/A,"LZ4 before 1.9.2 has a heap-based buffer overflow in LZ4_write32 (related to LZ4_compress_destSize)\, affecting applications that call LZ4_compress_fast with a large input. (This issue can also lead to data corruption.) NOTE: the vendor states ""only a few specific / uncommon usages of the API are at risk.""",|tykio/tyk-dashboard|
CVE-2021-3580,libhogweed4,HIGH,3.4.1-1,3.4.1-1+deb10u1,"A flaw was found in the way nettle's RSA decryption functions handled specially crafted ciphertext. An attacker could use this flaw to provide a manipulated ciphertext leading to application crash and denial of service.",|tykio/tyk-dashboard|
CVE-2024-45336,stdlib,MEDIUM,v1.23.2,1.22.11	 1.23.5	 1.24.0-rc.2,"The HTTP client drops sensitive headers after following a cross-domain redirect. For example\, a request to a.com/ containing an Authorization header which is redirected to b.com/ will not send that header to b.com. In the event that the client received a subsequent same-domain redirect\, however\, the sensitive headers would be restored. For example\, a chain of redirects from a.com/\, to b.com/1\, and finally to b.com/2 would incorrectly send the Authorization header to b.com/2.",|tykio/midsommar|
CVE-2013-4392,libsystemd0,LOW,252.36-1~deb12u1,N/A,"systemd\, when updating file permissions\, allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2022-37434,zlib1g,CRITICAL,1:1.2.11.dfsg-1,1:1.2.11.dfsg-1+deb10u2,"zlib through 1.2.12 has a heap-based buffer over-read or buffer overflow in inflate in inflate.c via a large gzip header extra field. NOTE: only applications that call inflateGetHeader are affected. Some common applications bundle the affected zlib source code but may be unable to call inflateGetHeader (e.g.\, see the nodejs/node reference).",|tykio/tyk-dashboard|
CVE-2024-2511,libssl1.1,LOW,1.1.1d-0+deb10u4,N/A,"Issue summary: Some non-default TLS server configurations can cause unbounded memory growth when processing TLSv1.3 sessions  Impact summary: An attacker may exploit certain server configurations to trigger unbounded memory growth that would lead to a Denial of Service  This problem can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is being used (but not if early_data support is also configured and the default anti-replay protection is in use). In this case\, under certain conditions\, the session cache can get into an incorrect state and it will fail to flush properly as it fills. The session cache will continue to grow in an unbounded manner. A malicious client could deliberately create the scenario for this failure to force a Denial of Service. It may also happen by accident in normal operation.  This issue only affects TLS servers supporting TLSv1.3. It does not affect TLS clients.  The FIPS modules in 3.2\, 3.1 and 3.0 are not affected by this issue. OpenSSL 1.0.2 is also not affected by this issue.",|tykio/tyk-dashboard|
DLA-3482-1,debian-archive-keyring,UNKNOWN,2019.1,2019.1+deb10u2,"No description",|tykio/tyk-dashboard|
CVE-2022-43552,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u4,"A use after free vulnerability exists in curl <7.87.0. Curl can be asked to *tunnel* virtually all protocols it supports through an HTTP proxy. HTTP proxies can (and often do) deny such tunnel operations. When getting denied to tunnel the specific protocols SMB or TELNET\, curl would use a heap-allocated struct after it had been freed\, in its transfer shutdown code path.",|tykio/tyk-dashboard|
CVE-2024-2961,libc-bin,HIGH,2.28-10,2.28-10+deb10u3,"The iconv() function in the GNU C Library versions 2.39 and older may overflow the output buffer passed to it by up to 4 bytes when converting strings to the ISO-2022-CN-EXT character set\, which may be used to crash an application or overwrite a neighbouring variable.",|tykio/tyk-dashboard|
CVE-2020-14155,libpcre3,MEDIUM,2:8.39-12,N/A,"libpcre in PCRE before 8.44 allows an integer overflow via a large number after a (?C substring.",|tykio/tyk-dashboard|
CVE-2021-37750,libgssapi-krb5-2,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u3,"The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.",|tykio/tyk-dashboard|
CVE-2021-22876,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"curl 7.1.1 to and including 7.75.0 is vulnerable to an ""Exposure of Private Personal Information to an Unauthorized Actor"" by leaking credentials in the HTTP Referer: header. libcurl does not strip off user credentials from the URL when automatically populating the Referer: HTTP request header field in outgoing HTTP requests\, and therefore risks leaking sensitive data to the server that is the target of the second HTTP request.",|tykio/tyk-dashboard|
CVE-2024-2398,curl,HIGH,7.64.0-4+deb10u1,N/A,"When an application tells libcurl it wants to allow HTTP/2 server push\, and the amount of received headers for the push surpasses the maximum allowed limit (1000)\, libcurl aborts the server push. When aborting\, libcurl inadvertently does not free all the previously allocated headers and instead leaks the memory.  Further\, this error condition fails silently and is therefore not easily detected by an application.",|tykio/tyk-dashboard|
CVE-2021-20232,libgnutls30,CRITICAL,3.6.7-4+deb10u5,3.6.7-4+deb10u7,"A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.",|tykio/tyk-dashboard|
CVE-2021-20231,libgnutls30,CRITICAL,3.6.7-4+deb10u5,3.6.7-4+deb10u7,"A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.",|tykio/tyk-dashboard|
CVE-2018-5709,libgssapi-krb5-2,LOW,1.17-3+deb10u1,N/A,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it\, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",|tykio/tyk-dashboard|
CVE-2022-29458,libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u3,"ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library.",|tykio/tyk-dashboard|
CVE-2024-10963,libpam-modules,HIGH,1.3.1-5,N/A,"A flaw was found in pam_access\, where certain rules in its configuration file are mistakenly treated as hostnames. This vulnerability allows attackers to trick the system by pretending to be a trusted hostname\, gaining unauthorized access. This issue poses a risk for systems that rely on this feature to control who can access certain services or terminals.",|tykio/tyk-dashboard|
CVE-2025-29923,github.com/redis/go-redis/v9,LOW,v9.5.3,9.7.3	 9.6.3	 9.5.5,"go-redis is the official Redis client library for the Go programming language. Prior to 9.5.5\, 9.6.3\, and 9.7.3\, go-redis potentially responds out of order when `CLIENT SETINFO` times out during connection establishment. This can happen when the client is configured to transmit its identity\, there are network connectivity issues\, or the client was configured with aggressive timeouts. The problem occurs for multiple use cases. For sticky connections\, you receive persistent out-of-order responses for the lifetime of the connection. All commands in the pipeline receive incorrect responses. When used with the default ConnPool once a connection is returned after use with ConnPool#Put the read buffer will be checked and the connection will be marked as bad due to the unread data. This means that at most one out-of-order response before the connection is discarded. This issue is fixed in 9.5.5\, 9.6.3\, and 9.7.3. You can prevent the vulnerability by setting the flag DisableIndentity to true when constructing the client instance.",|tykio/midsommar|
CVE-2024-56433,login,LOW,1:4.13+dfsg1-1+b1,N/A,"shadow-utils (aka shadow) 4.4 through 4.17.0 establishes a default /etc/subuid behavior (e.g.\, uid 100000 through 165535 for the first user account) that can realistically conflict with the uids of users defined on locally administered networks\, potentially leading to account takeover\, e.g.\, by leveraging newuidmap for access to an NFS home directory (or same-host resources in the case of remote logins by these local network users). NOTE: it may also be argued that system administrators should not have assigned uids\, within local networks\, that are within the range that can occur in /etc/subuid.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2024-45341,stdlib,MEDIUM,v1.23.2,1.22.11	 1.23.5	 1.24.0-rc.2,"A certificate with a URI which has a IPv6 address with a zone ID may incorrectly satisfy a URI name constraint that applies to the certificate chain. Certificates containing URIs are not permitted in the web PKI\, so this only affects users of private PKIs which make use of URIs.",|tykio/midsommar|
CVE-2024-7531,libnss3,MEDIUM,2:3.87.1-1+deb12u1,N/A,"Calling `PK11_Encrypt()` in NSS using CKM_CHACHA20 and the same buffer for input and output can result in plaintext on an Intel Sandy Bridge processor. In Firefox this only affects the QUIC header protection feature when the connection is using the ChaCha20-Poly1305 cipher suite. The most likely outcome is connection failure\, but if the connection persists despite the high packet loss it could be possible for a network observer to identify packets as coming from the same source despite a network path change. This vulnerability affects Firefox < 129\, Firefox ESR < 115.14\, and Firefox ESR < 128.1.",|tykio/midsommar|
CVE-2022-42898,libgssapi-krb5-2,HIGH,1.17-3+deb10u1,1.17-3+deb10u5,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC\, kadmind\, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow)\, and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",|tykio/tyk-dashboard|
CVE-2022-4304,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1n-0+deb10u4,"A timing based side channel exists in the OpenSSL RSA Decryption implementation which could be sufficient to recover a plaintext across a network in a Bleichenbacher style attack. To achieve a successful decryption an attacker would have to be able to send a very large number of trial messages for decryption. The vulnerability affects all RSA padding modes: PKCS#1 v1.5\, RSA-OEAP and RSASVE.  For example\, in a TLS connection\, RSA is commonly used by a client to send an encrypted pre-master secret to the server. An attacker that had observed a genuine connection between a client and a server could use this flaw to send trial messages to the server and record the time taken to process them. After a sufficiently large number of messages the attacker could recover the pre-master secret used for the original connection and thus be able to decrypt the application data sent over that connection.",|tykio/tyk-dashboard|
CVE-2019-3844,libsystemd0,HIGH,241-7~deb10u5,N/A,"It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries\, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future\, when the GID will be recycled.",|tykio/tyk-dashboard|
CVE-2021-23841,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1d-0+deb10u5,"The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).",|tykio/tyk-dashboard|
CVE-2024-2379,curl,LOW,7.64.0-4+deb10u1,N/A,"libcurl skips the certificate verification for a QUIC connection under certain conditions\, when built to use wolfSSL. If told to use an unknown/bad cipher or curve\, the error path accidentally skips the verification and returns OK\, thus ignoring any certificate problems.",|tykio/tyk-dashboard|
CVE-2021-23840,libssl1.1,HIGH,1.1.1d-0+deb10u4,1.1.1d-0+deb10u5,"Calls to EVP_CipherUpdate\, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success)\, but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).",|tykio/tyk-dashboard|
CVE-2019-25013,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u2,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32\, when processing invalid multi-byte input sequences in the EUC-KR encoding\, may have a buffer over-read.",|tykio/tyk-dashboard|
CVE-2019-3843,libsystemd0,HIGH,241-7~deb10u5,N/A,"It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future\, when the UID/GID will be recycled.",|tykio/tyk-dashboard|
CVE-2018-7169,login,LOW,1:4.5-1.1,N/A,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group\, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g.\, chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular\, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",|tykio/tyk-dashboard|
CVE-2022-27943,gcc-12-base,LOW,12.2.0-14,N/A,"libiberty/rust-demangle.c in GNU GCC 11.2 allows stack consumption in demangle_const\, as demonstrated by nm-new.",|tykio/midsommar|
CVE-2021-20193,tar,LOW,1.30+dfsg-6,N/A,"A flaw was found in the src/list.c of tar 1.33 and earlier. This flaw allows an attacker who can submit a crafted input file to tar to cause uncontrolled consumption of memory. The highest threat from this vulnerability is to system availability.",|tykio/tyk-dashboard|
CVE-2024-37371,libgssapi-krb5-2,CRITICAL,1.17-3+deb10u1,N/A,"In MIT Kerberos 5 (aka krb5) before 1.21.3\, an attacker can cause invalid memory reads during GSS message token handling by sending message tokens with invalid length fields.",|tykio/tyk-dashboard|
CVE-2024-37370,libgssapi-krb5-2,HIGH,1.17-3+deb10u1,N/A,"In MIT Kerberos 5 (aka krb5) before 1.21.3\, an attacker can modify the plaintext Extra Count field of a confidential GSS krb5 wrap token\, causing the unwrapped token to appear truncated to the application.",|tykio/tyk-dashboard|
CVE-2023-6135,libnss3,MEDIUM,2:3.87.1-1+deb12u1,N/A,"Multiple NSS NIST curves were susceptible to a side-channel attack known as ""Minerva"". This attack could potentially allow an attacker to recover the private key. This vulnerability affects Firefox < 121.",|tykio/midsommar|
CVE-2023-39804,tar,LOW,1.30+dfsg-6,1.30+dfsg-6+deb10u1,"In GNU tar before 1.35\, mishandled extension attributes in a PAX archive can lead to an application crash in xheader.c.",|tykio/tyk-dashboard|
DLA-3412-1,tzdata,UNKNOWN,2020e-0+deb10u1,2021a-0+deb10u11,"No description",|tykio/tyk-dashboard|
CVE-2025-22872,golang.org/x/net,MEDIUM,v0.30.0,0.38.0,"The tokenizer incorrectly interprets tags with unquoted attribute values that end with a solidus character (/) as self-closing. When directly using Tokenizer\, this can result in such tags incorrectly being marked as self-closing\, and when using the Parse functions\, this can result in content following such tags as being placed in the wrong scope during DOM construction\, but only when tags are in foreign content (e.g. <math>\, <svg>\, etc contexts).",|tykio/midsommar|
CVE-2025-22871,stdlib,MEDIUM,v1.23.2,1.23.8	 1.24.2,"The net/http package improperly accepts a bare LF as a line terminator in chunked data chunk-size lines. This can permit request smuggling if a net/http server is used in conjunction with a server that incorrectly accepts a bare LF as part of a chunk-ext.",|tykio/midsommar|
CVE-2025-22870,golang.org/x/net,MEDIUM,v0.30.0,0.36.0,"Matching of hosts against proxy patterns can improperly treat an IPv6 zone ID as a hostname component. For example\, when the NO_PROXY environment variable is set to ""*.example.com""\, a request to ""[::1%25.example.com]:80` will incorrectly match and not be proxied.",|tykio/midsommar|
CVE-2022-27774,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u4,"An insufficiently protected credentials vulnerability exists in curl 4.9 to and include curl 7.82.0 are affected that could allow an attacker to extract credentials when follows HTTP(S) redirects is used with authentication could leak credentials to other services that exist on different protocols or port numbers.",|tykio/tyk-dashboard|
CVE-2022-27776,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"A insufficiently protected credentials vulnerability in fixed in curl 7.83.0 might leak authentication or cookie header data on HTTP redirects to the same host but another port number.",|tykio/tyk-dashboard|
CVE-2016-10228,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u2,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier\, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option\, enters an infinite loop when processing invalid multi-byte input sequences\, leading to a denial of service.",|tykio/tyk-dashboard|
CVE-2024-50602,libexpat1,MEDIUM,2.5.0-1+deb12u1,N/A,"An issue was discovered in libexpat before 2.6.4. There is a crash within the XML_ResumeParser function because XML_StopParser can stop/suspend an unstarted parser.",|tykio/midsommar|
CVE-2021-27212,libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u6,"In OpenLDAP through 2.4.57 and 2.5.x through 2.5.1alpha\, an assertion failure in slapd can occur in the issuerAndThisUpdateCheck function via a crafted packet\, resulting in a denial of service (daemon exit) via a short timestamp. This is related to schema_init.c and checkTime.",|tykio/tyk-dashboard|
CVE-2019-1010023,libc-bin,LOW,2.36-9+deb12u10,N/A,"GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2019-1010022,libc-bin,LOW,2.36-9+deb12u10,N/A,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2019-1010025,libc-bin,LOW,2.36-9+deb12u10,N/A,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor's position is ""ASLR bypass itself is not a vulnerability.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2020-19909,curl,LOW,7.64.0-4+deb10u1,N/A,"Integer overflow vulnerability in tool_operate.c in curl 7.65.2 via a large value as the retry delay. NOTE: many parties report that this has no direct security impact on the curl user; however\, it may (in theory) cause a denial of service to associated systems or networks if\, for example\, --retry-delay is misinterpreted as a value much smaller than what was intended. This is not especially plausible because the overflow only happens if the user was trying to specify that curl should wait weeks (or longer) before trying to recover from a transient error.",|tykio/tyk-dashboard|
CVE-2016-10505,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"NULL pointer dereference vulnerabilities in the imagetopnm function in convert.c\, sycc444_to_rgb function in color.c\, color_esycc_to_rgb function in color.c\, and sycc422_to_rgb function in color.c in OpenJPEG before 2.2.0 allow remote attackers to cause a denial of service (application crash) via crafted j2k files.",|tykio/midsommar|
CVE-2019-1010024,libc-bin,LOW,2.36-9+deb12u10,N/A,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2020-8177,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"curl 7.20.0 through 7.70.0 is vulnerable to improper restriction of names for files and other resources that can lead too overwriting a local file when the -J flag is used.",|tykio/tyk-dashboard|
CVE-2018-6829,libgcrypt20,LOW,1.10.1-3,N/A,"cipher/elgamal.c in Libgcrypt through 1.8.2\, when used to encrypt messages directly\, improperly encodes plaintexts\, which allows attackers to obtain sensitive information by reading ciphertext data (i.e.\, it does not have semantic security in face of a ciphertext-only attack). The Decisional Diffie-Hellman (DDH) assumption does not hold for Libgcrypt's ElGamal implementation.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2021-33574,libc-bin,CRITICAL,2.28-10,2.28-10+deb10u2,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller\, leading to a denial of service (application crash) or possibly unspecified other impact.",|tykio/tyk-dashboard|
CVE-2022-1210,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"A vulnerability classified as problematic was found in LibTIFF 4.3.0. Affected by this vulnerability is the TIFF File Handler of tiff2ps. Opening a malicious file leads to a denial of service. The attack can be launched remotely but requires user interaction. The exploit has been disclosed to the public and may be used.",|tykio/midsommar|
DLA-3366-1,tzdata,UNKNOWN,2020e-0+deb10u1,2021a-0+deb10u10,"No description",|tykio/tyk-dashboard|
CVE-2019-13627,libgcrypt20,MEDIUM,1.8.4-5,N/A,"It was discovered that there was a ECDSA timing attack in the libgcrypt20 cryptographic library. Version affected: 1.8.4-5\, 1.7.6-2+deb9u3\, and 1.6.3-2+deb8u4. Versions fixed: 1.8.5-2 and 1.6.3-2+deb8u7.",|tykio/tyk-dashboard|
